host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,0.5,f,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""55 inch HDTV"", ""Outdoor furniture"", ""Lockbox"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Private backyard \u2013 Not fully fenced"", ""Fire pit"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Gas stove"", ""Board games"", ""Wine glasses"", ""Varies body soap"", ""Dining table"", ""Oven"", ""Varies conditioner"", ""Varies shampoo"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Hot water"", ""Indoor fireplace: electric"", ""Ceiling fan"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Fast wifi \u2013 185 Mbps"", ""Kitchen"", ""Room-darkening shades""]",145.0,t,f,1.0,1.0,5.0,2.5,3,2.0,30.0,90,30.0,90.0,29,59,89,234,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.24
within a day,98.0,0.95,f,"['email', 'phone', 'work_email']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Shared backyard \u2013 Not fully fenced"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Safe"", ""First aid kit"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Clothing storage: closet"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",211.0,t,t,1.0,2.0,4.0,1.0,2,4.0,30.0,365,30.0,365.0,0,0,0,93,0.0,0,4.8,5.0,4.83,4.97,4.91,5.0,4.8,1,1.6
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Free washer \u2013 In building"", ""Wifi"", ""Blender"", ""Exterior security cameras on property"", ""First aid kit"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Portable air conditioning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Fire pit"", ""Gas stove"", ""Backyard"", ""Dining table"", ""Iron"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",122.0,t,t,2.0,2.0,5.0,1.0,2,3.0,1.0,30,1.0,1125.0,20,41,71,71,15.6,4,4.97,4.95,4.96,4.9,4.98,4.92,4.89,2,1.8
within an hour,100.0,0.98,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""Stove"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Portable heater"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Private backyard \u2013 Not fully fenced"", ""Baking sheet"", ""Central heating"", ""Wine glasses"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Coffee maker: french press, Nespresso"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",182.0,t,f,1.0,2.0,4.0,1.0,2,2.0,1.0,365,1.0,1125.0,19,35,60,330,43.0,3,4.98,4.97,4.99,5.0,4.99,5.0,4.88,1,3.67
within an hour,100.0,0.97,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Blomberg refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 347 Mbps"", ""Outdoor dining area"", ""Microwave"", ""Books and reading material"", ""Blender"", ""BBQ grill: electric"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""First aid kit"", ""Body soap"", ""Sonos Arc Bluetooth sound system"", ""Whirlpool stainless steel electric stove"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Whirlpool  stainless steel oven"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Hulu, Netflix"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Free parking on premises \u2013 1 space"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",113.0,t,f,1.0,1.0,4.0,1.0,1,3.0,3.0,1125,3.0,1125.0,11,11,11,135,24.0,0,4.95,4.93,4.95,4.93,4.97,4.98,4.84,1,2.92
within an hour,100.0,0.97,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Free washer"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Rice maker"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Free dryer"", ""Hair dryer"", ""Essentials"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central heating"", ""Wine glasses"", ""Iron"", ""Central air conditioning"", ""Electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",163.0,t,t,3.0,5.0,6.0,2.0,3,3.0,1.0,365,1.0,1125.0,17,38,68,327,14.0,2,4.93,4.91,4.96,4.93,4.91,4.82,4.82,2,1.41
within an hour,100.0,1.0,f,"['email', 'phone']",t,t,Entire townhouse,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Clothing storage: walk-in closet and closet"", ""Exterior security cameras on property"", ""First aid kit"", ""Room-darkening shades"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Life size games"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water kettle"", ""Keypad"", ""Bathtub"", ""Fire pit"", ""Essentials"", ""40 inch HDTV with Disney+, Netflix, standard cable"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Park view"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",182.0,t,t,1.0,1.0,7.0,2.5,3,4.0,2.0,31,2.0,1125.0,11,19,35,101,39.0,5,4.96,4.96,4.98,4.99,4.94,4.83,4.86,1,2.59
within an hour,100.0,0.94,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Frigidaire stainless steel oven"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Mountain view"", ""Frigidaire refrigerator"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Drying rack for clothing"", ""First aid kit"", ""Body soap"", ""Fast wifi \u2013 309 Mbps"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""40 inch TV with Roku"", ""Bathtub"", ""Essentials"", ""Private hot tub"", ""Indoor fireplace: wood-burning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Frigidaire electric stove"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",500.0,t,f,1.0,1.0,8.0,2.0,4,4.0,3.0,45,3.0,45.0,11,31,61,301,10.0,2,5.0,5.0,4.98,5.0,5.0,4.98,4.74,1,1.6
within an hour,100.0,1.0,t,"['email', 'phone']",t,f,Entire home,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Body soap"", ""Pets allowed"", ""Long term stays allowed"", ""43 inch HDTV with Roku"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Fragrance Free shampoo"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Fragrance Free conditioner"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Baking sheet"", ""Washer"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Room-darkening shades""]",201.0,t,t,1.0,1.0,6.0,1.0,2,3.0,2.0,365,2.0,1125.0,21,33,63,331,27.0,3,4.88,4.93,4.92,4.92,5.0,4.95,4.73,1,2.5
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire condo,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""55 inch HDTV"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""Body soap"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker, french press, Nespresso"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Stainless steel electric stove"", ""Hot water kettle"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Free parking on premises \u2013 1 space"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",188.0,t,f,2.0,2.0,5.0,1.0,1,3.0,2.0,30,2.0,1125.0,19,30,30,30,20.0,1,4.98,4.98,4.99,4.9,4.95,4.94,4.88,2,2.57
within an hour,100.0,0.94,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""65 inch HDTV"", ""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Private BBQ grill: electric, wood-burning"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Garden view"", ""Wifi"", ""Blender"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet and closet"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Standalone high chair - always at the listing"", ""Ethernet connection"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Induction stove"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",294.0,t,f,1.0,1.0,6.0,2.5,3,3.0,3.0,14,3.0,14.0,5,26,56,323,10.0,0,5.0,5.0,4.98,5.0,5.0,4.95,4.84,1,1.45
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Frigidaire refrigerator"", ""Lockbox"", ""Body soap"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""HDTV"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Frigidaire stainless steel stove"", ""Kitchen""]",250.0,t,t,1.0,1.0,6.0,2.0,3,3.0,3.0,60,3.0,1125.0,13,27,57,313,28.0,1,4.97,5.0,5.0,5.0,5.0,4.98,4.95,1,2.29
within an hour,100.0,0.93,f,"['email', 'phone']",t,t,Private room in townhouse,Private room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""HDTV with Roku"", ""Hammock"", ""Microwave"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Blender"", ""Free parking on premises"", ""Clothing storage"", ""Cleaning available during stay"", ""Stove"", ""Courtyard view"", ""Body soap"", ""Lock on bedroom door"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Fast wifi \u2013 235 Mbps"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Keypad"", ""Bathtub"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Dishwasher"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Children\u2019s bikes"", ""Dining table"", ""Shared BBQ grill: gas"", ""Oven"", ""Iron"", ""Bikes"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Exercise equipment"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",42.0,t,f,9.0,14.0,1.0,1.5,1,1.0,27.0,120,27.0,1125.0,6,29,29,66,1.0,0,4.93,4.93,4.93,4.93,5.0,4.87,4.8,8,0.5
within an hour,100.0,0.93,f,"['email', 'phone']",t,t,Private room in townhouse,Private room,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Blender"", ""Clothing storage"", ""Stove"", ""Courtyard view"", ""Lockbox"", ""Body soap"", ""Lock on bedroom door"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fast wifi \u2013 258 Mbps"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Housekeeping - included with your stay"", ""Bathtub"", ""Self check-in"", ""Dishwasher"", ""Indoor fireplace: gas"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Children\u2019s bikes"", ""TV with Roku"", ""Dining table"", ""Oven"", ""Iron"", ""Bikes"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Exercise equipment"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",59.0,t,f,9.0,14.0,1.0,1.5,1,1.0,28.0,90,28.0,1125.0,30,49,60,150,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,0.31
within a day,98.0,0.95,f,"['email', 'phone']",t,f,Entire condo,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""60 inch HDTV with Roku"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Free parking garage on premises \u2013 1 space"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Bose Speaker Bluetooth sound system"", ""Hot water"", ""Electric stove"", ""Conditioner"", ""Coffee"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",175.0,t,f,1.0,1.0,4.0,1.0,2,2.0,2.0,365,2.0,365.0,27,57,87,356,38.0,3,4.99,4.99,5.0,4.97,5.0,4.99,4.89,1,3.36
